3286,Equipo,Equipo,TARJETA DE RED   PCMCIA 10/100,tarjeta red pcmcia,electronico,telecomunicaciones,t a r j e t a,r e d,p c m c i a
3287,Mobiliario,Mobiliario,ARCHIVERO TRES GAVETAS CAOBA/NEGRO 51CM*61CM*1.01M,archivero tres gavetas caoba negro,bien,mueble,a r c h i v e r o,t r e s,g a v e t a s
3288,Equipo,Equipo,MICROGRABADORA SONY M445,micrograbadora sony,electronico,telecomunicaciones,m i c r o g r a b a d o r a,s o n y,
3289,Mobiliario,Mobiliario,"SILLA SECRETARIAL CON RUEDAS, COLOR TINTO",silla secretarial ruedas tinto,bien,mueble,s i l l a,s e c r e t a r i a l,r u e d a s
3290,Equipo,Equipo,MORTERO CON MASO 120MM DE DIAMETRO,mortero maso mm diametro,NO CLASIFICADO,NO CLASIFICADO,m o r t e r o,m a s o,m m
3291,Mobiliario,Mobiliario,MESA GRANDE COMBINADA DE MADERA Y METAL,mesa grande combinada madera metal,bien,mueble,m e s a,g r a n d e,c o m b i n a d a
3292,Equipo,Equipo,"MOUSE MICROSOFT SCROLL, CLICK & ZOOM",mouse microsoft scroll click zoom,electronico,telecomunicaciones,m o u s e,m i c r o s o f t,s c r o l l
3293,Equipo,Equipo,GRABADORA AZUL CD/CASETTE,grabadora azul cd casette,electronico,telecomunicaciones,g r a b a d o r a,a z u l,c d
3294,Equipo,Equipo,VIDEO PROYECTIR DIGITAL,video proyectir digital,electronico,NO CLASIFICADO,v i d e o,p r o y e c t i r,d i g i t a l
3295,Equipo,Equipo,MEMORIA USB FLASH 128MB,memoria usb flash mb,electronico,telecomunicaciones,m e m o r i a,u s b,f l a s h
3296,Mobiliario,Mobiliario,BASE AJUSTABLE PARA CPU  CON RUEDAS EN PLÁSTICO BLANCO CON NEGRO,base ajustable cpu ruedas plástico blanco negro,bien,mueble,b a s e,a j u s t a b l e,c p u
3297,Equipo,Equipo,REGULADOR 1200 W,regulador,electronico,telecomunicaciones,r e g u l a d o r,,
3298,Mobiliario,Mobiliario,TIPO CAJON EN AGLOMERADO COLOR GRIS CON DETALLES EN NEGRO,tipo cajon aglomerado gris detalles negro,NO CLASIFICADO,NO CLASIFICADO,t i p o,c a j o n,a g l o m e r a d o
3299,Mobiliario,Mobiliario,SILLA EN VINYL COLOR NEGRO R-70,silla vinyl negro,bien,mueble,s i l l a,v i n y l,n e g r o
3300,Equipo,Equipo,RADIO TRASMISOR,radio trasmisor,electronico,NO CLASIFICADO,r a d i o,t r a s m i s o r,
3301,Mobiliario,Mobiliario,MESA DE MADERA CAFE CON SEPARADOR Y DOS PUERTAS Y RUEDAS,mesa madera cafe separador puertas ruedas,bien,mueble,m e s a,m a d e r a,c a f e
3302,Equipo,Equipo,MICROSCOPIO MOMOCULAR,microscopio momocular,NO CLASIFICADO,NO CLASIFICADO,m i c r o s c o p i o,m o m o c u l a r,
3303,Equipo,Equipo,MOUSE DE TIPO MECANICO MARCA GANIUS,mouse tipo mecanico ganius,electronico,telecomunicaciones,m o u s e,t i p o,m e c a n i c o
3304,Equipo,Equipo,MOUSE PARA COMPUTADORA COLOR BEIGE CON NEGRO,mouse computadora beige negro,electronico,telecomunicaciones,m o u s e,c o m p u t a d o r a,b e i g e
3305,Equipo,Equipo,TECLADO PARA COMPUADORA IMAC APLE,teclado compuadora imac aple,electronico,telecomunicaciones,t e c l a d o,c o m p u a d o r a,i m a c
3306,Equipo,Equipo,MARCA TOSHIBA SATELITE PRO NEGRA,toshiba satelite negra,electronico,telecomunicaciones,t o s h i b a,s a t e l i t e,n e g r a
3307,Equipo,Equipo,IMPRESORA CONTROL ESCOLAR,impresora control escolar,electronico,telecomunicaciones,i m p r e s o r a,c o n t r o l,e s c o l a r
3308,Equipo,Equipo,NEGRA TUBULAR,negra tubular,NO CLASIFICADO,NO CLASIFICADO,n e g r a,t u b u l a r,
3309,Equipo,Equipo,PROYECTOR DE ACETATOS COLOR MARFIL,proyector acetatos marfil,electronico,telecomunicaciones,p r o y e c t o r,a c e t a t o s,m a r f i l
3310,Equipo,Equipo,MUY BUEN FUCIONAMIENTO,buen fucionamiento,NO CLASIFICADO,NO CLASIFICADO,b u e n,f u c i o n a m i e n t o,
3311,Equipo,Equipo,SERVIDOR DE RED DE COMPUTO 115V COLOR GRIS CLARO (DAÑADO),servidor red computo gris claro dañado,electronico,telecomunicaciones,s e r v i d o r,r e d,c o m p u t o
3312,Mobiliario,Mobiliario,"CUBIERTA DE VIDRIO, 2 CAJONES, UBICADA EN SALA DE JUNTAS",cubierta vidrio cajones ubicada sala juntas,bien,NO CLASIFICADO,c u b i e r t a,v i d r i o,c a j o n e s
3313,Equipo,Equipo,TECLADO  PARA COMPUTADORA,teclado computadora,electronico,telecomunicaciones,t e c l a d o,c o m p u t a d o r a,
3314,Mobiliario,Mobiliario,"ARCHIVERO DE 3 Y 4 GABETAS, ARCHIVO GENERAL ADMINISTRATIVO.",archivero gabetas archivo general administrativo,bien,mueble,a r c h i v e r o,g a b e t a s,a r c h i v o
3315,Equipo,Equipo,BOMBA DE VACIO MARCA FELIZA,bomba vacio feliza,NO CLASIFICADO,NO CLASIFICADO,b o m b a,v a c i o,f e l i z a
3316,Mobiliario,Mobiliario,"BUTACA COLOR AZUL CON BASE DE FIERRO PALETA, ASIENTO Y RESPALDO DE MADERA",butaca azul base fierro paleta asiento respaldo madera,bien,mueble,b u t a c a,a z u l,b a s e
3317,Mobiliario,Mobiliario,SILLA DE VISTA CON BRAZOS TAPIZADA EN TELA NEGRO,silla vista brazos tapizada tela negro,bien,mueble,s i l l a,v i s t a,b r a z o s
3318,Mobiliario,Mobiliario,LIBRERO DE MADERA TIPO COPETE PARA CREDENZA COLOR NEGRO CON ENTRE PAÑOS,librero madera tipo copete credenza negro paños,bien,telecomunicaciones,l i b r e r o,m a d e r a,t i p o
3319,Mobiliario,Mobiliario,MESA DE AGLOMERADO COLOR NEGRO QUE SE ENCUENTRA EN EL AULA DE COMPUTO 80 X 1.20 M,mesa aglomerado negro encuentra aula computo,bien,mueble,m e s a,a g l o m e r a d o,n e g r o
3320,Equipo,Equipo,MICROSCOPIO ELECTRICO MONOCULAR DE COLOR GEIGE CON NEGRO,microscopio electrico monocular geige negro,electricos,electricos,m i c r o s c o p i o,e l e c t r i c o,m o n o c u l a r
3321,Equipo,Equipo,LE FALTAN ALGUNAS PIEZAS,faltan piezas,NO CLASIFICADO,NO CLASIFICADO,f a l t a n,p i e z a s,
3322,Equipo,Equipo,"DE 19"" EN MAL ESTADO (ALMACEN)",mal almacen,NO CLASIFICADO,NO CLASIFICADO,m a l,a l m a c e n,
3323,Equipo,Equipo,USB FLOPPY DISK DRIVE COLOR NEGRO,usb floppy disk drive negro,electronico,telecomunicaciones,u s b,f l o p p y,d i s k
3324,Equipo,Equipo,ALASKA EN SALA DE COLEGIO DEPARTAMENTAL,alaska sala colegio departamental,bien,inmueble,a l a s k a,s a l a,c o l e g i o
3325,Equipo,Equipo,TECLADO COLOR BLANCO CON GRIS MARCA RALDIGITAL,teclado blanco gris raldigital,electronico,telecomunicaciones,t e c l a d o,b l a n c o,g r i s
3326,Equipo,Equipo,PLANO DE LCD DEL EQUIPO DE BIBLIOTECA COMPRADO CON EL PROGRAMA P/PEF/2005,plano lcd equipo biblioteca comprado programa pef,electronico,NO CLASIFICADO,p l a n o,l c d,e q u i p o
3327,Equipo,Equipo,EQUIPO DE TRAMITES,equipo tramites,electronico,NO CLASIFICADO,e q u i p o,t r a m i t e s,
3328,Equipo,Equipo,"CPU NEGRO,CON PROCESADOR PENTIUM 4 A 2.66 GHZ, 256 MB EN MEMORIA, DISCO DURO 40 GB, UNIDAD CD-ROM TA",cpu negro procesador pentium ghz mb memoria disco duro gb unidad cd rom,transporte,terrestre,c p u,n e g r o,p r o c e s a d o r
3329,Equipo,Equipo,REGULADOR DE CORRIENTE INV. 26-JUL-1998,regulador corriente inv jul,electronico,telecomunicaciones,r e g u l a d o r,c o r r i e n t e,i n v
3330,Equipo,Equipo,ND-45/2003/INV,nd inv,NO CLASIFICADO,NO CLASIFICADO,n d,i n v,
3331,Mobiliario,Mobiliario,"ESCRITORIO MELANINA Y TUBULAR, COLOR MIEL MIDE 120X70CM, CON 2 CAJONES.",escritorio melanina tubular miel mide cajones,bien,mueble,e s c r i t o r i o,m e l a n i n a,t u b u l a r
3332,Equipo,Equipo,"METALICA, INV 26-JUL-1998",metalica inv jul,bien,NO CLASIFICADO,m e t a l i c a,i n v,j u l
3333,Equipo,Equipo,ESPRESSO GUSTO KRUPS ND-016/05 INV 6-DIC-05,espresso gusto krups nd inv dic,NO CLASIFICADO,NO CLASIFICADO,e s p r e s s o,g u s t o,k r u p s
3334,Equipo,Equipo,NR CCI/054/05 28-ABR-05,nr cci abr,NO CLASIFICADO,NO CLASIFICADO,n r,c c i,a b r
3335,Equipo,Equipo,AUTO SWITCH PARALELO COMPACTO PARA COMPARTIR IMPRESORAS,auto switch paralelo compacto compartir impresoras,transporte,terrestre,a u t o,s w i t c h,p a r a l e l o
3336,Mobiliario,Mobiliario,CARRO SERVIDOR PLÁSTICO,carro servidor plástico,transporte,terrestre,c a r r o,s e r v i d o r,p l á s t i c o
3337,Equipo,Equipo,INV. 03-SEP-03,inv,NO CLASIFICADO,NO CLASIFICADO,i n v,,
3338,Equipo,Equipo,PENTIUM II 3.8 H.D. 32 MB 600  INV. 27-ENERO-2000,pentium mb inv,electronico,telecomunicaciones,p e n t i u m,m b,i n v
3339,Equipo,Equipo,"MONITOR A COLOR PARA COMPUTADORA, COLOR NEGRO CON PLATEADO, PANTALLA PLANA DE 17""",monitor computadora negro plateado pantalla plana,electronico,telecomunicaciones,m o n i t o r,c o m p u t a d o r a,n e g r o
3340,Mobiliario,Mobiliario,"VITRINA DE METAL, DE PARED DE 80 FRENTE X 40 DE PROFUNDIDAD C/ENTREPAÑOS MOVIBLES GFLORES MD UP/301/",vitrina metal pared frente profundidad entrepaños movibles gflores md,bien,telecomunicaciones,v i t r i n a,m e t a l,p a r e d
3341,Mobiliario,Mobiliario,SILLA DE TIJERA NEGRA,silla tijera negra,bien,mueble,s i l l a,t i j e r a,n e g r a
3342,Mobiliario,Mobiliario,COLOR NOGAL,nogal,NO CLASIFICADO,NO CLASIFICADO,n o g a l,,
3343,Equipo,Equipo,MULTIFUNCIONAL C60 USB PARALELO STYLUS C60 ND020/05/02 23-05-02,multifuncional usb paralelo stylus nd,electronico,telecomunicaciones,m u l t i f u n c i o n a l,u s b,p a r a l e l o
3344,Mobiliario,Mobiliario,SILLAS HOTELERA C/PARRILLA PINTADA EN TELA COLOR AZUL,sillas hotelera parrilla pintada tela azul,bien,mueble,s i l l a s,h o t e l e r a,p a r r i l l a
3345,Equipo,Equipo,COLOR NEGRO ND-UP/0165/04 NRPT/CCEI/0037/04 INV. 15-03-04,negro nd nrpt ccei inv,NO CLASIFICADO,NO CLASIFICADO,n e g r o,n d,n r p t
3346,Equipo,Equipo,SOFTWARE (CD-ROM) PRINT MASTER,software cd rom print master,electronico,NO CLASIFICADO,s o f t w a r e,c d,r o m
3347,Equipo,Equipo,PARRILLA ELECTRICA EN COLOR BLANCO Y CAFE,parrilla electrica blanco cafe,electronico,NO CLASIFICADO,p a r r i l l a,e l e c t r i c a,b l a n c o
3348,Equipo,Equipo,IMPRESORA COLOR  EN MAL ESTADO BODEGA 1,impresora mal bodega,electronico,telecomunicaciones,i m p r e s o r a,m a l,b o d e g a
3349,Equipo,Equipo,"DE TECHO 56""/1.43M ND 011/02/INV 16-01-02 AULA 4",techo nd inv aula,NO CLASIFICADO,NO CLASIFICADO,t e c h o,n d,i n v
3350,Equipo,Equipo,PS2,ps,NO CLASIFICADO,NO CLASIFICADO,p s,,
3351,Mobiliario,Mobiliario,"ARCHIVERO DE METAL CON 4 CAJONES, COLOR MARFIL",archivero metal cajones marfil,bien,mueble,a r c h i v e r o,m e t a l,c a j o n e s
3352,Mobiliario,Mobiliario,DUPLEX COLOR GRAFITO CON TIMOLDIN NEGRO DE 150 X 75 CMS. ND-UP/822/01 FECHA 28-NOV-01,duplex grafito timoldin negro nd fecha nov,NO CLASIFICADO,NO CLASIFICADO,d u p l e x,g r a f i t o,t i m o l d i n
3353,Equipo,Equipo,CHAROLAS MADERA PRACTICAS ELECTRICIDAD,charolas madera practicas electricidad,bien,NO CLASIFICADO,c h a r o l a s,m a d e r a,p r a c t i c a s
3354,Mobiliario,Mobiliario,"COLOR VERDE-AGUA, UBICADA EN GIMNASIO",verde agua ubicada gimnasio,NO CLASIFICADO,NO CLASIFICADO,v e r d e,a g u a,u b i c a d a
3355,Equipo,Equipo,ES AUTOMATICO.  ND-28/02/INV   11/11/12,automatico nd inv,transporte,terrestre,a u t o m a t i c o,n d,i n v
3356,Equipo,Equipo,"SCANER HP PARA COMPUTADORA COLOR AZUL, LOTE 11",scaner hp computadora azul lote,electronico,telecomunicaciones,s c a n e r,h p,c o m p u t a d o r a
3357,Equipo,Equipo,"MAQUINA PARA SOLDAR, COLOR ROJO Y NEGRO, 250AMP",maquina soldar rojo negro amp,herramientas,trabajo,m a q u i n a,s o l d a r,r o j o
3358,Equipo,Equipo,TECLADO FUERA DE SERVICIO EN BODEGA 1,teclado servicio bodega,electronico,telecomunicaciones,t e c l a d o,s e r v i c i o,b o d e g a
3359,Mobiliario,Mobiliario,SILLA SECRETARIAL CON RODAJAS  EN TELA PLIANA,silla secretarial rodajas tela pliana,bien,mueble,s i l l a,s e c r e t a r i a l,r o d a j a s
3360,Equipo,Equipo,"MICROSCOPIO BIFOCAL PARA ENSEÑANZA, COLOR GRIS",microscopio bifocal enseñanza gris,NO CLASIFICADO,NO CLASIFICADO,m i c r o s c o p i o,b i f o c a l,e n s e ñ a n z a
3361,Mobiliario,Mobiliario,MESAS METÁLICAS  TUBULAR 76X154X81CM,mesas metálicas tubular,bien,mueble,m e s a s,m e t á l i c a s,t u b u l a r
3362,Equipo,Equipo,"ESTATIVO REFORZADO ""E"", BLANCO, METALICO, INV. 19-09-00",estativo reforzado blanco metalico inv,bien,NO CLASIFICADO,e s t a t i v o,r e f o r z a d o,b l a n c o
3363,Equipo,Equipo,ESTEREO DOS BOCINAS COLOR NEGRO,estereo bocinas negro,electronico,NO CLASIFICADO,e s t e r e o,b o c i n a s,n e g r o
3364,Equipo,Equipo,"N°11, 15, COLOR BLANCO, UBICADO EN LABORATORIO DE COMPUTO N°1",n° blanco ubicado laboratorio computo n°,NO CLASIFICADO,NO CLASIFICADO,n °,b l a n c o,u b i c a d o
3365,Mobiliario,Mobiliario,"GRANDES, METAL/MADERA COLOR NEGRO Y CAFE,1.50 X 1 MTS. APROX., UBICADAS EN LABORATORIO DE COMPUTO NU",grandes metal madera negro cafe aprox ubicadas laboratorio computo,bien,NO CLASIFICADO,g r a n d e s,m e t a l,m a d e r a
3366,Equipo,Equipo,TECLADO PARA COMPUTADORA CLAVE INTERNA 220100,teclado computadora clave interna,electronico,telecomunicaciones,t e c l a d o,c o m p u t a d o r a,c l a v e
3367,Equipo,Equipo,"COLOR NEGRO Y CONTORNO PLATA, UBICADO EN ORIENTACION EDUCATIVA",negro contorno plata ubicado orientacion educativa,NO CLASIFICADO,NO CLASIFICADO,n e g r o,c o n t o r n o,p l a t a
3368,Mobiliario,Mobiliario,"4 CAJONES, UNO EN COLOR AMARILLO Y OTRO EN COLOR CAOBA Y NEGRO, UBICADOS EN ORIENTACION EDUCATIVA",cajones amarillo caoba negro ubicados orientacion educativa,bien,NO CLASIFICADO,c a j o n e s,a m a r i l l o,c a o b a
3369,Equipo,Equipo,"EN REGULARES CONDICIONES, UBICADO EN BIBLIOTECA",regulares condiciones ubicado biblioteca,NO CLASIFICADO,NO CLASIFICADO,r e g u l a r e s,c o n d i c i o n e s,u b i c a d o
3370,Mobiliario,Mobiliario,"COLOR ROJO, RESGUARDADO EN BODEGA",rojo resguardado bodega,NO CLASIFICADO,NO CLASIFICADO,r o j o,r e s g u a r d a d o,b o d e g a
3371,Mobiliario,Mobiliario,"MESA TRAPEZOIDAL, ESTRUCTURA DE METAL EN COLOR NEGRO  Y EN MADERA DE COLOR BLANCO",mesa trapezoidal estructura metal negro madera blanco,bien,mueble,m e s a,t r a p e z o i d a l,e s t r u c t u r a
3372,Mobiliario,Mobiliario,"ESCRITORIO  SECRETARIAL CAFE OSCURO, 4 CAJONES DE 1.60M X 0.65M CLAV.INTER. 357100",escritorio secretarial cafe oscuro cajones clav inter,bien,mueble,e s c r i t o r i o,s e c r e t a r i a l,c a f e
3373,Mobiliario,Mobiliario,ARCHIVERO METELICO COLOR GRIS 4 DIVISIONES 0.66X0.50CM(FANAL) CLAV.INT.336100-101,archivero metelico gris divisiones fanal clav int,bien,mueble,a r c h i v e r o,m e t e l i c o,g r i s
3374,Equipo,Equipo,PROYECTOR DE ACETATOS 3M 1612 COLOR BLANCO,proyector acetatos blanco,electronico,telecomunicaciones,p r o y e c t o r,a c e t a t o s,b l a n c o
3375,Mobiliario,Mobiliario,ESCRITORIA SIN GABETAS DE OFICINA,escritoria gabetas oficina,NO CLASIFICADO,NO CLASIFICADO,e s c r i t o r i a,g a b e t a s,o f i c i n a
3376,Mobiliario,Mobiliario,MESA D MADERA NEGRA C/PATAS TUBULAR PLEGABLE DE 0.76X244MTS CLAV.INT.554100-104(BODEGA),mesa madera negra patas tubular plegable clav int bodega,bien,mueble,m e s a,m a d e r a,n e g r a
3377,Equipo,Equipo,PIZARRON DE CORCHO ALFRA 1.80MTS X 1.20MTS CLAV.INT. 676100 (BODEGA),pizarron corcho alfra clav int bodega,accesorios,mueble,p i z a r r o n,c o r c h o,a l f r a
3378,Equipo,Equipo,REFLECROR LAMPARA CHICA (DURO SEGURO)CLAVE INTERNA 421100,reflecror lampara chica duro seguro clave interna,bien,NO CLASIFICADO,r e f l e c r o r,l a m p a r a,c h i c a
3379,Equipo,Equipo,"COLOR BEIGE, UBICADA EN CONTROL ESCOLAR Y ATENCION AL PUBLICO DEL AREA DE OFICIALIA MAYOR",beige ubicada control escolar atencion publico area oficialia mayor,NO CLASIFICADO,NO CLASIFICADO,b e i g e,u b i c a d a,c o n t r o l
3380,Equipo,Equipo,"BACTERIOLOGICAS, PARA PRACTICAS EN LABORATORIO DE BIOLOGIA",bacteriologicas practicas laboratorio biologia,NO CLASIFICADO,NO CLASIFICADO,b a c t e r i o l o g i c a s,p r a c t i c a s,l a b o r a t o r i o
3381,Mobiliario,Mobiliario,"FORMAICA Y MADERA AGLOMERADA, COLOR TINTO Y NEGRO, UBICADOS EN CONTROL ESCOLAR Y ATENCION AL PUBLICO",formaica madera aglomerada tinto negro ubicados control escolar atencion publico,bien,NO CLASIFICADO,f o r m a i c a,m a d e r a,a g l o m e r a d a
3382,Equipo,Equipo,"PORTA OBJETOS, CAJAS",porta objetos cajas,bien,mueble,p o r t a,o b j e t o s,c a j a s
3383,Equipo,Equipo,VIDEO CASSETERA CLAVE INTERNA 632100,video cassetera clave interna,electronico,NO CLASIFICADO,v i d e o,c a s s e t e r a,c l a v e
3384,Mobiliario,Mobiliario,"MEDIANO TAMAÑO, COLOR NEGRO, UBICADO EN CONTROL ESCOLAR (SACE), EN EL AREA DEL POLO DE REIONALIZACIO",mediano tamaño negro ubicado control escolar sace area polo reionalizacio,NO CLASIFICADO,NO CLASIFICADO,m e d i a n o,t a m a ñ o,n e g r o
3385,Mobiliario,Mobiliario,"TAMAÑO MEDIANO, COLOR NEGRO, UBICADO EN NOMINA",tamaño mediano negro ubicado nomina,NO CLASIFICADO,NO CLASIFICADO,t a m a ñ o,m e d i a n o,n e g r o
3386,Equipo,Equipo,"FILMADORA, HANDY CAM HI 8, BAJO RESGUARDO DEL OFICIAL MAYOR DEL TURNO DIURNO",filmadora handy hi resguardo oficial mayor turno diurno,NO CLASIFICADO,NO CLASIFICADO,f i l m a d o r a,h a n d y,h i
3387,Mobiliario,Mobiliario,"FIJAS, EQUIPADAS, 6 PARA USO DE LOS ALUMNOS Y 1 PARA EL PROFESOR, UBICADAS EN EL LABORATORIO DE FISI",fijas equipadas uso alumnos profesor ubicadas laboratorio fisi,electronico,NO CLASIFICADO,f i j a s,e q u i p a d a s,u s o
3388,Mobiliario,Mobiliario,"4 CAJONES, COLOR BEIGE Y CHAPA DE SEGURIDAD, UBICADO EN PLANEACIÓN",cajones beige chapa seguridad ubicado planeación,bien,NO CLASIFICADO,c a j o n e s,b e i g e,c h a p a
3389,Transporte,Transporte,"COLOR BLANCA, CON VIVOS EN COLOR AMARILLO, ROJO Y AZUL MARINO, PORTA EL ESCUDO DE LA UNIVERSIDAD, PA",blanca vivos amarillo rojo azul marino porta escudo universidad,bien,NO CLASIFICADO,b l a n c a,v i v o s,a m a r i l l o
3390,Equipo,Equipo,TIJERAS PODADORAS GRANDE .68CM CLAVE INT.743100,tijeras podadoras grande clave int,herramientas,jardineria,t i j e r a s,p o d a d o r a s,g r a n d e
3391,Equipo,Equipo,NIVEL COLOR NARANJA PARA CONSTRUCCION .31.5 CM LARGO (INTENDENCIA),nivel naranja construccion largo intendencia,NO CLASIFICADO,NO CLASIFICADO,n i v e l,n a r a n j a,c o n s t r u c c i o n
3392,Equipo,Equipo,TRIPIE PARA CAMARA FOTOGRAFICA (CON NIVEL),tripie camara fotografica nivel,electronico,mueble,t r i p i e,c a m a r a,f o t o g r a f i c a
3393,Equipo,Equipo,"N°16, COLOR BLANCO, UBICADO EN LABORATORIO DE COMPUTO N°2",n° blanco ubicado laboratorio computo n°,NO CLASIFICADO,NO CLASIFICADO,n °,b l a n c o,u b i c a d o
3394,Mobiliario,Mobiliario,"TAPIZADA EN TELA COLOR AZUL REY, ACOLCHADA, ESTRUCTURA Y CODERAS EN COLOR NEGRO, UBICADA EN PREFECTU",tapizada tela azul rey acolchada estructura coderas negro ubicada prefectu,NO CLASIFICADO,NO CLASIFICADO,t a p i z a d a,t e l a,a z u l
3395,Mobiliario,Mobiliario,"4 CAJONES, COLOR AMARILLO, UBICADO EN DEPARTAMENTO DE CIENCIAS HISTORICO-SOCIALES DE LA COORDINACION",cajones amarillo ubicado departamento ciencias historico sociales coordinacion,bien,inmueble,c a j o n e s,a m a r i l l o,u b i c a d o
3396,Equipo,Equipo,"N°12, COLOR BLANCO, UBICADO EN LABORATORIO DE COMPUTO N°1",n° blanco ubicado laboratorio computo n°,NO CLASIFICADO,NO CLASIFICADO,n °,b l a n c o,u b i c a d o
3397,Equipo,Equipo,"COLOR BLANCO, UBICADO EN DEPARTAMENTO DE CIENCIAS FORMALES DEL COLEGIO DEPARTAMENTAL",blanco ubicado departamento ciencias formales colegio departamental,bien,inmueble,b l a n c o,u b i c a d o,d e p a r t a m e n t o
3398,Equipo,Equipo,"COLOR BLANCO Y BEIGE, UBICADO EN CUBICULO DEL DEPARTAMENTO DE HISTORICO-SOCIALES DEL COLEGIO DEPARTA",blanco beige ubicado cubiculo departamento historico sociales colegio departa,bien,inmueble,b l a n c o,b e i g e,u b i c a d o
3399,Equipo,Equipo,"N°6,  COLOR BLANCO ENSAMBLADO, UBICADO EN LABORATORIO DE COMPUTO N°1",n° blanco ensamblado ubicado laboratorio computo n°,NO CLASIFICADO,NO CLASIFICADO,n °,b l a n c o,e n s a m b l a d o
3400,Equipo,Equipo,"PARA COMPUTADORA, COLOR BEIGE, 4 ENTRADAS, UBICADO EN DIRECCION",computadora beige entradas ubicado direccion,electronico,telecomunicaciones,c o m p u t a d o r a,b e i g e,e n t r a d a s
3401,Mobiliario,Mobiliario,UBICADA EN DIRECCION,ubicada direccion,NO CLASIFICADO,NO CLASIFICADO,u b i c a d a,d i r e c c i o n,
3402,Mobiliario,Mobiliario,"FORMAICA, COLOR BLANCO Y METAL, UBICADA EN ORIENTACION EDUCATIVA",formaica blanco metal ubicada orientacion educativa,bien,NO CLASIFICADO,f o r m a i c a,b l a n c o,m e t a l
3403,Equipo,Equipo,"UN TELEVISION A COLOR DE 21""",television,electronico,dispositivos,t e l e v i s i o n,,
3404,Equipo,Equipo,"UN ENFRIADOR Y CALENTADOR DE AGUA, CON CAPACIDAD PARA UN GARRAFON, EN COLOR BLANCO",enfriador calentador agua capacidad garrafon blanco,bien,NO CLASIFICADO,e n f r i a d o r,c a l e n t a d o r,a g u a
3405,Equipo,Equipo,UNA MAQUINA DE ESCRIBIR ELECTRICA COLOR BLANCA,maquina escribir electrica blanca,electronico,trabajo,m a q u i n a,e s c r i b i r,e l e c t r i c a
3406,Equipo,Equipo,ROYECTOR DE CAÑON COLOR NEGRO,royector cañon negro,NO CLASIFICADO,NO CLASIFICADO,r o y e c t o r,c a ñ o n,n e g r o
3407,Equipo,Equipo,MUFLA CLAVE INTERNA 248100,mufla clave interna,NO CLASIFICADO,NO CLASIFICADO,m u f l a,c l a v e,i n t e r n a
3408,Mobiliario,Mobiliario,LIBRERO DE PISO 4 PUERTAS COLOR GRAFITO,librero piso puertas grafito,bien,mueble,l i b r e r o,p i s o,p u e r t a s
3409,Mobiliario,Mobiliario,ARCHIVEROS 4 GAVETAS BEIGE,archiveros gavetas beige,bien,mueble,a r c h i v e r o s,g a v e t a s,b e i g e
3410,Equipo,Equipo,"TECLADO, MOD. KB-9970",teclado kb,electronico,telecomunicaciones,t e c l a d o,k b,
3411,Mobiliario,Mobiliario,ESCRITORIO METALICO 5 CAJONES,escritorio metalico cajones,bien,mueble,e s c r i t o r i o,m e t a l i c o,c a j o n e s
3412,Equipo,Equipo,"7 REFRIGERANTES RECTOS, 5 BURETAS GRADUADAS, 16 MATRACES ERLEN MEYER DE 1000ML, 3 MATRAZ BALON 1000M",refrigerantes rectos buretas graduadas matraces erlen meyer ml matraz balon,NO CLASIFICADO,NO CLASIFICADO,r e f r i g e r a n t e s,r e c t o s,b u r e t a s
3413,Equipo,Equipo,"2 VENTILADORES DE TECHO, CON TRES ASPAS EN COLOR BLANCO",ventiladores techo tres aspas blanco,bien,NO CLASIFICADO,v e n t i l a d o r e s,t e c h o,t r e s
3414,Equipo,Equipo,"COMPUTADORA, MCA. IMAC350MHZ",computadora mca imac mhz,electronico,telecomunicaciones,c o m p u t a d o r a,m c a,i m a c
3415,Mobiliario,Mobiliario,CILINDRO PARA GAS DE 30 KG,cilindro gas,NO CLASIFICADO,NO CLASIFICADO,c i l i n d r o,g a s,
3416,Equipo,Equipo,"TRES MONITORES A COLOR HP,  3 PROCESADORES ""CPU, Y CINCO TECLADOS",tres monitores hp procesadores cpu cinco teclados,electronico,telecomunicaciones,t r e s,m o n i t o r e s,h p
3417,Mobiliario,Mobiliario,ANAQUEL DE PLASTICO NEGRO REFORZADO,anaquel plastico negro reforzado,bien,mueble,a n a q u e l,p l a s t i c o,n e g r o
3418,Equipo,Equipo,MOD. PG59,pg,NO CLASIFICADO,NO CLASIFICADO,p g,,
3419,Equipo,Equipo,"UN MONITOR A COLOR, UN CPU PENTIUM 4,  UN TECLADO,  UN MAUSE Y UN JUEGO DE BOCINAS",monitor cpu pentium teclado mause juego bocinas,electronico,telecomunicaciones,m o n i t o r,c p u,p e n t i u m
3420,Equipo,Equipo,ANAQUEL CON 16 DIVISIONES,anaquel divisiones,bien,mueble,a n a q u e l,d i v i s i o n e s,
3421,Equipo,Equipo,1 ARCHIVERO DE KARDEX COLOR GRIS,archivero kardex gris,bien,mueble,a r c h i v e r o,k a r d e x,g r i s
3422,Mobiliario,Mobiliario,MESA CON RODAJAS CLAFE OSCURO DE 0.60M X 0.40M CLAVE INTERNA 548100-101,mesa rodajas clafe oscuro clave interna,bien,mueble,m e s a,r o d a j a s,c l a f e
3423,Equipo,Equipo,CREDENZA DE MADERA CON 6 CAJONES,credenza madera cajones,bien,telecomunicaciones,c r e d e n z a,m a d e r a,c a j o n e s
